metric,mean,std,min,max
pooled_r2_all28,0.5159788608551026,0.0081909080075264,0.5088711977005005,0.5282918214797974
pooled_r2_filtered26,0.5326714754104614,0.0068756609484669625,0.5245059728622437,0.5436181426048279
mean_per_province_r2_filtered26_crosscheck,0.4454887330532074,0.006240542807408292,0.44055232176413905,0.45619927461330706
n_llm_terms_surviving,3.8,1.3038404810405297,3.0,6.0
