run,term_name,coef_incidence,active
5,s10_lag0,-0.04201264679431915,True
5,I_cumul,-0.02325720340013504,True
5,llm_sin52_z6_lag2,0.02094178833067417,True
5,s7_lag1,0.020931817591190338,True
5,"fs_inc_pow({'lag': 3, 'power': 2, 'z_idx': 0, 'z_idx1': 9, 'z_idx2': 5, 'lag_inc': 0, 'lag_z': 2, 'lag1': 2, 'lag2': 3})",-0.015791689977049828,True
5,y1_zm0,-0.013936844654381275,True
5,llm_y_outbreak_sq,-0.0136951245367527,True
5,s4_lag1,0.012836412526667118,True
5,s10_lag1,-0.012112554162740707,True
5,cos26,0.011550242081284523,True
5,s1_lag3,0.0,False
5,s4_lag3,0.0,False
5,s3_lag3,0.0,False
5,s2_lag3,0.0,False
5,s8_lag2,0.0,False
5,s0_lag3,0.0,False
5,s10_lag2,0.0,False
5,s9_lag2,0.0,False
5,s6_lag3,0.0,False
5,s5_lag3,0.0,False
5,base_y1_z1_2,0.0,False
5,s7_lag3,0.0,False
5,s8_lag3,0.0,False
5,s9_lag3,0.0,False
5,s10_lag3,0.0,False
5,s6_lag2,0.0,False
5,logistic,0.0,False
5,y1_zm1,0.0,False
5,y1_zm2,0.0,False
5,sin52,0.0,False
5,cos52,0.0,False
5,sin26,0.0,False
5,s7_lag2,0.0,False
5,s1_lag2,0.0,False
5,s5_lag2,0.0,False
5,s4_lag2,0.0,False
5,s0_lag0,0.0,False
5,s1_lag0,0.0,False
5,s2_lag0,0.0,False
5,s3_lag0,0.0,False
5,s4_lag0,0.0,False
5,s5_lag0,0.0,False
5,s6_lag0,0.0,False
5,s7_lag0,0.0,False
5,s8_lag0,0.0,False
5,s9_lag0,0.0,False
5,s0_lag1,0.0,False
5,s1_lag1,0.0,False
5,s2_lag1,0.0,False
5,s3_lag1,0.0,False
5,s5_lag1,0.0,False
5,s6_lag1,0.0,False
5,s8_lag1,0.0,False
5,s9_lag1,0.0,False
5,s0_lag2,0.0,False
5,s2_lag2,0.0,False
5,s3_lag2,0.0,False
5,llm_y_z6_lag1,0.0,False
