run,term_name,coef_incidence,active
4,s10_lag0,-0.030192920938134193,True
4,s7_lag1,0.020014392212033272,True
4,y1_zm0,-0.01948484405875206,True
4,llm_y_z9_lag1,-0.01796293631196022,True
4,y1_zm2,-0.01661592908203602,True
4,s4_lag1,0.014727513305842876,True
4,s10_lag3,0.014456856995821,True
4,s8_lag3,-0.013991226442158222,True
4,s10_lag2,0.011346317827701569,True
4,s5_lag0,-0.011164763942360878,True
4,llm_sin52_z6_lag1,0.011084522120654583,True
4,llm_y_z9_lag2,-0.010757441632449627,True
4,s8_lag2,0.0,False
4,s9_lag2,0.0,False
4,s0_lag3,0.0,False
4,s7_lag3,0.0,False
4,s1_lag3,0.0,False
4,s2_lag3,0.0,False
4,s3_lag3,0.0,False
4,s4_lag3,0.0,False
4,s5_lag3,0.0,False
4,s6_lag3,0.0,False
4,cos52,0.0,False
4,s9_lag3,0.0,False
4,base_y1_z1_2,0.0,False
4,logistic,0.0,False
4,y1_zm1,0.0,False
4,sin52,0.0,False
4,s6_lag2,0.0,False
4,sin26,0.0,False
4,cos26,0.0,False
4,I_cumul,0.0,False
4,"fs_inc_pow({'lag': 3, 'power': 2, 'z_idx': 0, 'z_idx1': 9, 'z_idx2': 5, 'lag_inc': 0, 'lag_z': 2, 'lag1': 2, 'lag2': 3})",0.0,False
4,llm_y_lag1 ** 2,0.0,False
4,s7_lag2,0.0,False
4,s0_lag2,0.0,False
4,s5_lag2,0.0,False
4,s4_lag2,0.0,False
4,s0_lag0,0.0,False
4,s1_lag0,0.0,False
4,s2_lag0,0.0,False
4,s3_lag0,0.0,False
4,s4_lag0,0.0,False
4,s6_lag0,0.0,False
4,s7_lag0,0.0,False
4,s8_lag0,0.0,False
4,s9_lag0,0.0,False
4,s0_lag1,0.0,False
4,s1_lag1,0.0,False
4,s2_lag1,0.0,False
4,s3_lag1,0.0,False
4,s5_lag1,0.0,False
4,s6_lag1,0.0,False
4,s8_lag1,0.0,False
4,s9_lag1,0.0,False
4,s10_lag1,0.0,False
4,s1_lag2,0.0,False
4,s2_lag2,0.0,False
4,s3_lag2,0.0,False
4,llm_y_outbreak_sq,0.0,False
