run,term_name,coef_incidence,active
2,s10_lag0,-0.035560060292482376,True
2,llm_y_z4_lag1,-0.021228002384305,True
2,s7_lag1,0.02004745416343212,True
2,y1_zm0,-0.019803743809461594,True
2,llm_sin26_z9_lag0,0.017573699355125427,True
2,y1_zm2,-0.014058406464755535,True
2,I_cumul,-0.0135451415553689,True
2,s4_lag1,0.012836378067731857,True
2,s10_lag1,-0.0119145717471838,True
2,s5_lag0,-0.010712627321481705,True
2,s10_lag3,0.010077293030917645,True
2,s9_lag2,0.0,False
2,s10_lag2,0.0,False
2,s0_lag3,0.0,False
2,s7_lag3,0.0,False
2,s1_lag3,0.0,False
2,s2_lag3,0.0,False
2,s3_lag3,0.0,False
2,s4_lag3,0.0,False
2,s5_lag3,0.0,False
2,s6_lag3,0.0,False
2,y1_zm1,0.0,False
2,s8_lag3,0.0,False
2,s9_lag3,0.0,False
2,base_y1_z1_2,0.0,False
2,logistic,0.0,False
2,s7_lag2,0.0,False
2,sin52,0.0,False
2,cos52,0.0,False
2,sin26,0.0,False
2,cos26,0.0,False
2,"fs_inc_pow({'lag': 3, 'power': 2, 'z_idx': 0, 'z_idx1': 9, 'z_idx2': 5, 'lag_inc': 0, 'lag_z': 2, 'lag1': 2, 'lag2': 3})",0.0,False
2,llm_y_outbreak_sq,0.0,False
2,s8_lag2,0.0,False
2,s1_lag2,0.0,False
2,s6_lag2,0.0,False
2,s5_lag2,0.0,False
2,s0_lag0,0.0,False
2,s1_lag0,0.0,False
2,s2_lag0,0.0,False
2,s3_lag0,0.0,False
2,s4_lag0,0.0,False
2,s6_lag0,0.0,False
2,s7_lag0,0.0,False
2,s8_lag0,0.0,False
2,s9_lag0,0.0,False
2,s0_lag1,0.0,False
2,s1_lag1,0.0,False
2,s2_lag1,0.0,False
2,s3_lag1,0.0,False
2,s5_lag1,0.0,False
2,s6_lag1,0.0,False
2,s8_lag1,0.0,False
2,s9_lag1,0.0,False
2,s0_lag2,0.0,False
2,s2_lag2,0.0,False
2,s3_lag2,0.0,False
2,s4_lag2,0.0,False
2,llm_y_z6_lag1,0.0,False
