split,year,week,y_true,y_hat,n_provinces,time_value
fit_2015_2019,2019,46,0.1074920121048178,0.09828455400254045,28,2019.8653846153845
fit_2015_2019,2019,47,0.11827382272375482,0.09582738056113678,28,2019.8846153846155
fit_2015_2019,2019,48,0.10561631393751927,0.10631659824451033,28,2019.9038461538462
fit_2015_2019,2019,49,0.08828225658674325,0.0949327124814902,28,2019.923076923077
fit_2015_2019,2019,50,0.09195188689045608,0.08052141087994512,28,2019.9423076923076
fit_2015_2019,2019,51,0.0648254290821829,0.07869162255207941,28,2019.9615384615386
fit_2015_2019,2019,52,0.05627890794338392,0.059573606454900334,28,2019.9807692307693
test_2022_2023,2022,5,0.020411354589409063,0.010899259334629667,28,2022.076923076923
test_2022_2023,2022,6,0.013273143442347646,0.015297515492420644,28,2022.0961538461538
test_2022_2023,2022,7,0.016103080739932402,0.007546574842178545,28,2022.1153846153845
test_2022_2023,2022,8,0.010934210349140423,0.011345882800274662,28,2022.1346153846155
test_2022_2023,2022,9,0.015557873528450727,0.008253042896935117,28,2022.1538461538462
test_2022_2023,2022,10,0.01940538825666798,0.011956727001493814,28,2022.173076923077
test_2022_2023,2022,11,0.01754136842542461,0.013487411251324894,28,2022.1923076923076
test_2022_2023,2022,12,0.017338702771147445,0.012578934891020513,28,2022.2115384615386
test_2022_2023,2022,13,0.020941821509040892,0.011976616276829841,28,2022.2307692307693
test_2022_2023,2022,14,0.02335001084221793,0.015490546889070953,28,2022.25
test_2022_2023,2022,15,0.02800127858894744,0.016578665758840674,28,2022.2692307692307
test_2022_2023,2022,16,0.022712270795766796,0.02141861567880759,28,2022.2884615384614
test_2022_2023,2022,17,0.020641419171754802,0.01841027884282604,28,2022.3076923076924
test_2022_2023,2022,18,0.027119889256677458,0.016827955438722193,28,2022.326923076923
test_2022_2023,2022,19,0.03693870463342007,0.019318656645607137,28,2022.3461538461538
test_2022_2023,2022,20,0.0371357745856845,0.030688583044268723,28,2022.3653846153845
test_2022_2023,2022,21,0.03348336465257619,0.03138161150855012,28,2022.3846153846155
test_2022_2023,2022,22,0.048692842346749136,0.029299322349418486,28,2022.4038461538462
test_2022_2023,2022,23,0.04166880943479815,0.04206237764135169,28,2022.423076923077
test_2022_2023,2022,24,0.0390531217147197,0.03667077536270621,28,2022.4423076923076
test_2022_2023,2022,25,0.04401413469375776,0.03291742136103234,28,2022.4615384615386
test_2022_2023,2022,26,0.04517212603241205,0.03884467000274786,28,2022.4807692307693
test_2022_2023,2022,27,0.057127721541162045,0.04044931837623673,28,2022.5
test_2022_2023,2022,28,0.06532865569793753,0.052673744262262644,28,2022.5192307692307
test_2022_2023,2022,29,0.07037523919383862,0.06373615835972098,28,2022.5384615384614
test_2022_2023,2022,30,0.059500310952509086,0.06681972545006179,28,2022.5576923076924
test_2022_2023,2022,31,0.07296148345007428,0.05603487358062661,28,2022.576923076923
test_2022_2023,2022,32,0.04940417921170592,0.06797989694002483,28,2022.5961538461538
test_2022_2023,2022,33,0.07687796579141702,0.046610737165402885,28,2022.6153846153845
test_2022_2023,2022,34,0.06733548388417278,0.06861943399001445,28,2022.6346153846155
test_2022_2023,2022,35,0.08706968064819064,0.05867652784633849,28,2022.6538461538462
test_2022_2023,2022,36,0.09971785758222852,0.07529413876389819,28,2022.673076923077
test_2022_2023,2022,37,0.11224486312962004,0.08698292006946369,28,2022.6923076923076
test_2022_2023,2022,38,0.12979565768702223,0.09821394432635445,28,2022.7115384615386
test_2022_2023,2022,39,0.1486847093994064,0.11405399516973246,28,2022.7307692307693
test_2022_2023,2022,40,0.11458308449281114,0.12479572228455384,28,2022.75
test_2022_2023,2022,41,0.12073337559455208,0.09826370541538511,28,2022.7692307692307
test_2022_2023,2022,42,0.12756837279136693,0.10139260168320366,28,2022.7884615384614
test_2022_2023,2022,43,0.1022096827094044,0.09788911219623385,28,2022.8076923076924
test_2022_2023,2022,44,0.08946102338710002,0.0817779007899974,28,2022.826923076923
test_2022_2023,2022,45,0.08936782450681287,0.0692684746879552,28,2022.8461538461538
test_2022_2023,2022,46,0.11533784640154668,0.06934145600618129,28,2022.8653846153845
test_2022_2023,2022,47,0.07535077245639903,0.08721787491231225,28,2022.8846153846155
test_2022_2023,2022,48,0.0664782286289015,0.05551157965757219,28,2022.9038461538462
test_2022_2023,2022,49,0.07703083514102868,0.05458551757536562,28,2022.923076923077
test_2022_2023,2022,50,0.04469422054743128,0.0549385979705091,28,2022.9423076923076
test_2022_2023,2022,51,0.03525248306271221,0.0314652102263478,28,2022.9615384615386
test_2022_2023,2022,52,0.029795267768869444,0.02644391239118704,28,2022.9807692307693
test_2022_2023,2023,1,0.051359770786283274,0.0196278699690343,28,2023.0
test_2022_2023,2023,2,0.04511140030808747,0.03748041103660528,28,2023.0192307692307
test_2022_2023,2023,3,0.03208184601472957,0.032636602020439956,28,2023.0384615384614
test_2022_2023,2023,4,0.023876322333567908,0.020661599761556966,28,2023.0576923076924
test_2022_2023,2023,5,0.021602990737717067,0.015330104005995184,28,2023.076923076923
test_2022_2023,2023,6,0.024252390572136,0.012625799441333843,28,2023.0961538461538
test_2022_2023,2023,7,0.02071520795912615,0.016482115178535293,28,2023.1153846153845
test_2022_2023,2023,8,0.01550700920883433,0.013176942797144875,28,2023.1346153846155
test_2022_2023,2023,9,0.020556479775612906,0.009826701506036832,28,2023.1538461538462
test_2022_2023,2023,10,0.022859336326031814,0.014821275091630273,28,2023.173076923077
test_2022_2023,2023,11,0.01565998072536396,0.017817395093775952,28,2023.1923076923076
test_2022_2023,2023,12,0.01952993023275797,0.012539041817944963,28,2023.2115384615386
test_2022_2023,2023,13,0.014075957388351006,0.016017508518936147,28,2023.2307692307693
test_2022_2023,2023,14,0.014963928980120857,0.012951684960821044,28,2023.25
test_2022_2023,2023,15,0.015969737466158613,0.015143479592682394,28,2023.2692307692307
test_2022_2023,2023,16,0.019592018249178573,0.01486007043994115,28,2023.2884615384614
test_2022_2023,2023,17,0.01762743792746083,0.01833481608316236,28,2023.3076923076924
test_2022_2023,2023,18,0.017199249638776695,0.017349275220372613,28,2023.326923076923
test_2022_2023,2023,19,0.016108876410206512,0.016975201342055306,28,2023.3461538461538
test_2022_2023,2023,20,0.01923554370711957,0.019427246642797918,28,2023.3653846153845
